Generation,Population, Optimum, Climate, Popsize, Phenotype,sdPhenotype,Mismatch, Fitness, sdFitness, id
1, 1, 21, 0, 1000, 19.9635, 0.721775, 1.0819, 0.572007, 0.299251, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
1, 2, 20.5, 0, 1000, 20.0031, 0.68978, 0.6883, 0.756225, 0.239139, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
1, 3, 20, 0, 1000, 19.994, 0.706741, 0.5548, 0.818901, 0.204051, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
1, 4, 19.5, 0, 1000, 19.993, 0.69456, 0.686, 0.757321, 0.242851, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
1, 5, 19, 0, 1000, 19.9505, 0.699449, 1.0037, 0.607429, 0.288774, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
2, 1, 21, 0, 1000, 20.3211, 0.638978, 0.7737, 0.715749, 0.251561, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
2, 2, 20.5, 0, 1000, 20.152, 0.633433, 0.581, 0.807921, 0.203581, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
2, 3, 20, 0, 1000, 19.9928, 0.633427, 0.5062, 0.844267, 0.174927, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
2, 4, 19.5, 0, 1000, 19.8183, 0.632309, 0.5549, 0.818541, 0.205778, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
2, 5, 19, 0, 1000, 19.6341, 0.66126, 0.7447, 0.728727, 0.255738, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
3, 1, 21, 0, 1000, 20.4748, 0.638477, 0.6754, 0.763468, 0.231763, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
3, 2, 20.5, 0, 1000, 20.2372, 0.614682, 0.5382, 0.828982, 0.184846, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
3, 3, 20, 0, 1000, 19.9798, 0.622559, 0.4972, 0.847958, 0.173092, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
3, 4, 19.5, 0, 1000, 19.7081, 0.613809, 0.5193, 0.836726, 0.179258, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
3, 5, 19, 0, 1000, 19.4254, 0.650013, 0.6204, 0.788097, 0.223449, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
4, 1, 21, 0, 1000, 20.6098, 0.631809, 0.602, 0.79737, 0.207711, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
4, 2, 20.5, 0, 1000, 20.2948, 0.614859, 0.5172, 0.838692, 0.181923, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
4, 3, 20, 0, 1000, 19.9879, 0.646267, 0.5141, 0.840537, 0.180306, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
4, 4, 19.5, 0, 1000, 19.6331, 0.625032, 0.5133, 0.841088, 0.175704, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
4, 5, 19, 0, 1000, 19.287, 0.641079, 0.5582, 0.818741, 0.200352, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
5, 1, 21, 0, 1000, 20.7064, 0.609533, 0.542, 0.826884, 0.189165, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
5, 2, 20.5, 0, 1000, 20.3319, 0.644273, 0.5353, 0.830449, 0.185248, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
5, 3, 20, 0, 1000, 19.9947, 0.63725, 0.5149, 0.840887, 0.173039, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
5, 4, 19.5, 0, 1000, 19.6049, 0.625105, 0.5123, 0.842393, 0.171514, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
5, 5, 19, 0, 1000, 19.2053, 0.631237, 0.5357, 0.831165, 0.181387, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
6, 1, 21, 0, 1000, 20.83, 0.634447, 0.5206, 0.837766, 0.185557, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
6, 2, 20.5, 0, 1000, 20.3563, 0.636731, 0.5227, 0.837305, 0.180421, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
6, 3, 20, 0, 1000, 19.9875, 0.641502, 0.4993, 0.845107, 0.185632, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
6, 4, 19.5, 0, 1000, 19.6058, 0.613517, 0.4936, 0.849583, 0.172928, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
6, 5, 19, 0, 1000, 19.1664, 0.6308, 0.5138, 0.839038, 0.183435, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
7, 1, 21, 0, 1000, 20.8988, 0.644961, 0.5182, 0.837141, 0.185168, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
7, 2, 20.5, 0, 1000, 20.391, 0.611632, 0.4884, 0.852273, 0.175121, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
7, 3, 20, 0, 1000, 19.9827, 0.637289, 0.5133, 0.841104, 0.174516, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
7, 4, 19.5, 0, 1000, 19.5609, 0.627339, 0.5063, 0.845658, 0.173779, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
7, 5, 19, 0, 1000, 19.129, 0.620277, 0.4976, 0.847185, 0.179177, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
8, 1, 21, 0, 1000, 20.9311, 0.622809, 0.5061, 0.845904, 0.170133, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
8, 2, 20.5, 0, 1000, 20.4509, 0.631061, 0.5021, 0.845837, 0.17803, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
8, 3, 20, 0, 1000, 19.9968, 0.617163, 0.4882, 0.852067, 0.172887, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
8, 4, 19.5, 0, 1000, 19.5146, 0.634436, 0.5032, 0.845954, 0.176234, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
8, 5, 19, 0, 1000, 19.0928, 0.636359, 0.514, 0.840588, 0.178522, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
9, 1, 21, 0, 1000, 20.9357, 0.605163, 0.4897, 0.853317, 0.165179, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
9, 2, 20.5, 0, 1000, 20.4493, 0.609632, 0.4823, 0.854422, 0.17125, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
9, 3, 20, 0, 1000, 19.9906, 0.632844, 0.502, 0.844493, 0.176993, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
9, 4, 19.5, 0, 1000, 19.5014, 0.593119, 0.471, 0.861489, 0.165237, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
9, 5, 19, 0, 1000, 19.0808, 0.626134, 0.5048, 0.845313, 0.175591, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
10, 1, 21, 0, 1000, 20.9378, 0.654614, 0.5242, 0.835983, 0.184483, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
10, 2, 20.5, 0, 1000, 20.4561, 0.593882, 0.4709, 0.859192, 0.165709, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
10, 3, 20, 0, 1000, 20.009, 0.607378, 0.4804, 0.856188, 0.16865, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
10, 4, 19.5, 0, 1000, 19.4583, 0.60724, 0.4873, 0.853926, 0.168763, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
10, 5, 19, 0, 1000, 19.0332, 0.639427, 0.5076, 0.842807, 0.180335, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
11, 1, 21, 0, 1000, 20.9052, 0.586256, 0.4714, 0.860496, 0.16445, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
11, 2, 20.5, 0, 1000, 20.5182, 0.6089, 0.489, 0.853139, 0.166582, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
11, 3, 20, 0, 1000, 19.9983, 0.653632, 0.5173, 0.836875, 0.184665, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
11, 4, 19.5, 0, 1000, 19.4639, 0.606807, 0.4869, 0.853666, 0.164688, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
11, 5, 19, 0, 1000, 18.9916, 0.639749, 0.5054, 0.842274, 0.179711, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
12, 1, 21, 0, 1000, 20.9604, 0.619286, 0.498, 0.848314, 0.169678, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
12, 2, 20.5, 0, 1000, 20.5633, 0.632759, 0.5067, 0.843894, 0.178015, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
12, 3, 20, 0, 1000, 19.9711, 0.640691, 0.5063, 0.841861, 0.181006, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
12, 4, 19.5, 0, 1000, 19.4924, 0.619052, 0.4922, 0.851494, 0.172655, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
12, 5, 19, 0, 1000, 19.0218, 0.62162, 0.4988, 0.849099, 0.171865, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
13, 1, 21, 0, 1000, 20.9586, 0.620347, 0.498, 0.850114, 0.170711, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
13, 2, 20.5, 0, 1000, 20.5315, 0.635643, 0.5083, 0.843678, 0.177063, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
13, 3, 20, 0, 1000, 19.998, 0.651399, 0.5158, 0.838569, 0.186091, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
13, 4, 19.5, 0, 1000, 19.5027, 0.667974, 0.5331, 0.832317, 0.187353, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
13, 5, 19, 0, 1000, 18.9846, 0.635741, 0.5038, 0.844266, 0.178326, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
14, 1, 21, 0, 1000, 20.9868, 0.608733, 0.4858, 0.854301, 0.168469, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
14, 2, 20.5, 0, 1000, 20.5227, 0.620419, 0.4943, 0.849374, 0.172628, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
14, 3, 20, 0, 1000, 19.9824, 0.634139, 0.5074, 0.8453, 0.17484, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
14, 4, 19.5, 0, 1000, 19.5003, 0.635684, 0.5027, 0.844132, 0.17812, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
14, 5, 19, 0, 1000, 18.9776, 0.596938, 0.4738, 0.859767, 0.164891, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
15, 1, 21, 0, 1000, 20.9476, 0.605674, 0.4844, 0.854329, 0.165561, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
15, 2, 20.5, 0, 1000, 20.5168, 0.615318, 0.492, 0.851633, 0.169075, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
15, 3, 20, 0, 1000, 19.9542, 0.627946, 0.5068, 0.844964, 0.170982, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
15, 4, 19.5, 0, 1000, 19.529, 0.616895, 0.485, 0.852334, 0.174394, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
15, 5, 19, 0, 1000, 18.9974, 0.591712, 0.472, 0.860379, 0.162342, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
16, 1, 21, 0, 1000, 20.9709, 0.596052, 0.4691, 0.861173, 0.166222, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
16, 2, 20.5, 0, 1000, 20.5108, 0.643737, 0.5062, 0.842973, 0.183734, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
16, 3, 20, 0, 1000, 19.9609, 0.647673, 0.5233, 0.836346, 0.178572, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
16, 4, 19.5, 0, 1000, 19.5325, 0.609019, 0.4907, 0.852986, 0.166065, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
16, 5, 19, 0, 1000, 19.0027, 0.624414, 0.4943, 0.849266, 0.175863, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
17, 1, 21, 0, 1000, 20.9774, 0.624852, 0.4902, 0.851388, 0.176937, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
17, 2, 20.5, 0, 1000, 20.5315, 0.647655, 0.5127, 0.840021, 0.182341, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
17, 3, 20, 0, 1000, 19.9584, 0.642715, 0.5138, 0.840329, 0.179936, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
17, 4, 19.5, 0, 1000, 19.5066, 0.628372, 0.505, 0.846566, 0.172434, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
17, 5, 19, 0, 1000, 19.0384, 0.620476, 0.4902, 0.850155, 0.174315, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
18, 1, 21, 0, 1000, 21.0223, 0.619949, 0.4917, 0.849363, 0.172139, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
18, 2, 20.5, 0, 1000, 20.4986, 0.586534, 0.4658, 0.86343, 0.161766, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
18, 3, 20, 0, 1000, 19.9552, 0.608969, 0.4888, 0.852663, 0.166626, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
18, 4, 19.5, 0, 1000, 19.4781, 0.611232, 0.4887, 0.851549, 0.166999, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
18, 5, 19, 0, 1000, 19.0289, 0.614941, 0.4853, 0.853695, 0.173164, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
19, 1, 21, 0, 1000, 21.0707, 0.61308, 0.4931, 0.850571, 0.169192, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
19, 2, 20.5, 0, 1000, 20.545, 0.609037, 0.4888, 0.853125, 0.167685, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
19, 3, 20, 0, 1000, 20.0011, 0.624723, 0.5025, 0.847458, 0.171593, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
19, 4, 19.5, 0, 1000, 19.4978, 0.617216, 0.4938, 0.851082, 0.169596, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
19, 5, 19, 0, 1000, 19.0481, 0.604799, 0.4737, 0.858304, 0.171988, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
20, 1, 21, 0, 1000, 21.0987, 0.621768, 0.5067, 0.843842, 0.171796, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
20, 2, 20.5, 0, 1000, 20.5403, 0.607927, 0.4899, 0.852829, 0.166209, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
20, 3, 20, 0, 1000, 20.0031, 0.620601, 0.4847, 0.852184, 0.175893, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
20, 4, 19.5, 0, 1000, 19.4972, 0.61463, 0.488, 0.851493, 0.171038, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
20, 5, 19, 0, 1000, 19.0197, 0.603843, 0.4753, 0.856615, 0.168977, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
21, 1, 21, 0, 1000, 21.0937, 0.617196, 0.5017, 0.848573, 0.169023, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
21, 2, 20.5, 0, 1000, 20.5273, 0.635207, 0.5109, 0.843297, 0.173684, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
21, 3, 20, 0, 1000, 20.0343, 0.624422, 0.4997, 0.847149, 0.172173, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
21, 4, 19.5, 0, 1000, 19.4987, 0.620478, 0.4895, 0.851299, 0.176118, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
21, 5, 19, 0, 1000, 19.0117, 0.602392, 0.4831, 0.854895, 0.163806, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
22, 1, 21, 0, 1000, 21.0676, 0.604347, 0.4856, 0.854021, 0.167234, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
22, 2, 20.5, 0, 1000, 20.5175, 0.629126, 0.5045, 0.845177, 0.172692, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
22, 3, 20, 0, 1000, 20.0561, 0.638851, 0.5073, 0.841592, 0.180201, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
22, 4, 19.5, 0, 1000, 19.4718, 0.630494, 0.5046, 0.845884, 0.176155, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
22, 5, 19, 0, 1000, 19.0278, 0.622394, 0.5014, 0.848099, 0.17067, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
23, 1, 21, 0, 1000, 21.0616, 0.646656, 0.5098, 0.840581, 0.185454, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
23, 2, 20.5, 0, 1000, 20.5442, 0.615797, 0.4876, 0.85231, 0.174227, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
23, 3, 20, 0, 1000, 20.0557, 0.615212, 0.4933, 0.849949, 0.170936, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
23, 4, 19.5, 0, 1000, 19.5081, 0.594389, 0.4769, 0.858849, 0.160348, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
23, 5, 19, 0, 1000, 19.0319, 0.614304, 0.4947, 0.850205, 0.166985, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
24, 1, 21, 0, 1000, 21.0249, 0.598973, 0.4819, 0.857732, 0.162499, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
24, 2, 20.5, 0, 1000, 20.507, 0.623088, 0.49, 0.851685, 0.176657, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
24, 3, 20, 0, 1000, 20.0251, 0.62031, 0.4881, 0.852742, 0.174863, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
24, 4, 19.5, 0, 1000, 19.5177, 0.641645, 0.5091, 0.840906, 0.180072, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
24, 5, 19, 0, 1000, 19.0278, 0.611, 0.494, 0.851977, 0.165987, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
25, 1, 21, 0, 1000, 21.0391, 0.617238, 0.4877, 0.851909, 0.174239, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
25, 2, 20.5, 0, 1000, 20.4912, 0.622519, 0.4982, 0.848655, 0.17062, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
25, 3, 20, 0, 1000, 20.0406, 0.636535, 0.5094, 0.841971, 0.177155, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
25, 4, 19.5, 0, 1000, 19.5296, 0.619328, 0.4952, 0.847645, 0.169309, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
25, 5, 19, 0, 1000, 19.0376, 0.601022, 0.4898, 0.854084, 0.159605, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
26, 1, 21, 0, 1000, 21.0433, 0.650275, 0.5201, 0.83715, 0.183088, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
26, 2, 20.5, 0, 1000, 20.5161, 0.626629, 0.4919, 0.848958, 0.177159, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
26, 3, 20, 0, 1000, 20.0044, 0.648646, 0.5208, 0.837396, 0.179217, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
