Generation,Population, Optimum, Climate, Popsize, Phenotype,sdPhenotype,Mismatch, Fitness, sdFitness, id
189, 2, 20.5, -0.84644, 1000, 20.4823, 0.59831, 0.878231, 0.663787, 0.257818, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
189, 3, 20, -0.84644, 1000, 20.0207, 0.610897, 0.910217, 0.647817, 0.265957, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
189, 4, 19.5, -0.84644, 1000, 19.4995, 0.591354, 0.89196, 0.659531, 0.25565, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
189, 5, 19, -0.84644, 1000, 19.0392, 0.5904, 0.918375, 0.644089, 0.263518, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
190, 1, 21, 0, 1000, 20.8156, 0.627926, 0.5198, 0.837488, 0.182972, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
190, 2, 20.5, 0, 1000, 20.2814, 0.626695, 0.5328, 0.831944, 0.185786, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
190, 3, 20, 0, 1000, 19.7927, 0.621517, 0.5155, 0.836806, 0.186758, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
190, 4, 19.5, 0, 1000, 19.2875, 0.62116, 0.5253, 0.835753, 0.183893, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
190, 5, 19, 0, 1000, 18.8315, 0.588816, 0.4897, 0.852407, 0.169048, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
191, 1, 21, 0.865461, 1000, 20.8923, 0.608129, 1.00411, 0.601873, 0.273936, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
191, 2, 20.5, 0.865461, 1000, 20.3371, 0.606219, 1.04948, 0.582781, 0.273775, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
191, 3, 20, 0.865461, 1000, 19.871, 0.601432, 1.02426, 0.592085, 0.268804, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
191, 4, 19.5, 0.865461, 1000, 19.3474, 0.604631, 1.03918, 0.586645, 0.27622, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
191, 5, 19, 0.865461, 1000, 18.8715, 0.583179, 1.01802, 0.594573, 0.264026, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
192, 1, 21, 0.540762, 1000, 21.1828, 0.615974, 0.576854, 0.81132, 0.197991, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
192, 2, 20.5, 0.540762, 1000, 20.6384, 0.605915, 0.587233, 0.805704, 0.202504, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
192, 3, 20, 0.540762, 1000, 20.1234, 0.62309, 0.608322, 0.795558, 0.211278, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
192, 4, 19.5, 0.540762, 1000, 19.6306, 0.621152, 0.596263, 0.800759, 0.212895, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
192, 5, 19, 0.540762, 1000, 19.0844, 0.589648, 0.60922, 0.796213, 0.20615, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
193, 1, 21, -0.54664, 1000, 21.2907, 0.635695, 0.894719, 0.655572, 0.269622, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
193, 2, 20.5, -0.54664, 1000, 20.728, 0.611858, 0.83678, 0.685467, 0.255051, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
193, 3, 20, -0.54664, 1000, 20.2172, 0.60842, 0.823353, 0.690092, 0.255462, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
193, 4, 19.5, -0.54664, 1000, 19.7229, 0.638775, 0.840266, 0.684533, 0.259922, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
193, 5, 19, -0.54664, 1000, 19.2233, 0.631859, 0.834266, 0.68548, 0.263343, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
194, 1, 21, -0.893993, 1000, 21.063, 0.594478, 0.981514, 0.613316, 0.270766, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
194, 2, 20.5, -0.893993, 1000, 20.5533, 0.605587, 0.978686, 0.616319, 0.267925, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
194, 3, 20, -0.893993, 1000, 20.0321, 0.611976, 0.959146, 0.624257, 0.274332, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
194, 4, 19.5, -0.893993, 1000, 19.5111, 0.632081, 0.948974, 0.629697, 0.273899, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
194, 5, 19, -0.893993, 1000, 18.9937, 0.617034, 0.933562, 0.636168, 0.26873, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
195, 1, 21, 0, 1000, 20.8173, 0.596445, 0.4993, 0.847847, 0.171634, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
195, 2, 20.5, 0, 1000, 20.3405, 0.595856, 0.4921, 0.850995, 0.170252, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
195, 3, 20, 0, 1000, 19.7981, 0.61221, 0.5123, 0.840753, 0.180054, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
195, 4, 19.5, 0, 1000, 19.2512, 0.597558, 0.5068, 0.841236, 0.186181, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
195, 5, 19, 0, 1000, 18.7845, 0.605241, 0.5117, 0.842019, 0.179944, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
196, 1, 21, 0.913014, 1000, 20.8666, 0.599703, 1.06328, 0.574572, 0.273804, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
196, 2, 20.5, 0.913014, 1000, 20.3768, 0.59925, 1.05643, 0.578104, 0.27199, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
196, 3, 20, 0.913014, 1000, 19.8586, 0.60944, 1.07955, 0.565804, 0.273534, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
196, 4, 19.5, 0.913014, 1000, 19.3134, 0.625149, 1.11901, 0.549001, 0.279899, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
196, 5, 19, 0.913014, 1000, 18.8642, 0.577314, 1.06293, 0.572421, 0.267954, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
197, 1, 21, 0.570152, 1000, 21.1479, 0.588457, 0.591853, 0.803971, 0.199824, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
197, 2, 20.5, 0.570152, 1000, 20.6775, 0.604077, 0.579229, 0.808726, 0.204385, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
197, 3, 20, 0.570152, 1000, 20.1246, 0.606847, 0.613276, 0.793858, 0.210464, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
197, 4, 19.5, 0.570152, 1000, 19.6187, 0.61782, 0.614955, 0.790169, 0.217757, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
197, 5, 19, 0.570152, 1000, 19.175, 0.598208, 0.583771, 0.807271, 0.19885, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
198, 1, 21, -0.57603, 1000, 21.2682, 0.591793, 0.881777, 0.664139, 0.262481, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
198, 2, 20.5, -0.57603, 1000, 20.8033, 0.593997, 0.907533, 0.651915, 0.266062, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
198, 3, 20, -0.57603, 1000, 20.2758, 0.640159, 0.913032, 0.649369, 0.26889, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
198, 4, 19.5, -0.57603, 1000, 19.7763, 0.628334, 0.91278, 0.64885, 0.26299, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
198, 5, 19, -0.57603, 1000, 19.2737, 0.628055, 0.89978, 0.65189, 0.268981, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
199, 1, 21, -0.941546, 1000, 21.05, 0.609813, 1.01579, 0.597013, 0.279423, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
199, 2, 20.5, -0.941546, 1000, 20.579, 0.59026, 1.03877, 0.586907, 0.272415, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
199, 3, 20, -0.941546, 1000, 20.0498, 0.609255, 1.01609, 0.596207, 0.277507, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
199, 4, 19.5, -0.941546, 1000, 19.5682, 0.619671, 1.03676, 0.589267, 0.275745, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
199, 5, 19, -0.941546, 1000, 19.0397, 0.606169, 1.00429, 0.603159, 0.276173, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
200, 1, 21, 0, 1000, 20.7846, 0.58229, 0.4992, 0.84818, 0.170162, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
200, 2, 20.5, 0, 1000, 20.3088, 0.600102, 0.5088, 0.843284, 0.170264, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
200, 3, 20, 0, 1000, 19.7677, 0.624673, 0.5383, 0.830669, 0.185681, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
200, 4, 19.5, 0, 1000, 19.3111, 0.613631, 0.5021, 0.844137, 0.183167, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
200, 5, 19, 0, 1000, 18.742, 0.603855, 0.5266, 0.835949, 0.183284, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
201, 1, 21, 1.05106, 1000, 20.8178, 0.607826, 1.24301, 0.490553, 0.275632, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
201, 2, 20.5, 1.05106, 1000, 20.3231, 0.587726, 1.23571, 0.490455, 0.270041, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
201, 3, 20, 1.05106, 1000, 19.8064, 0.64448, 1.2571, 0.485867, 0.283251, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
201, 4, 19.5, 1.05106, 1000, 19.386, 0.631603, 1.18228, 0.520149, 0.280225, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
201, 5, 19, 1.05106, 1000, 18.8356, 0.623459, 1.22779, 0.498961, 0.280564, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
202, 1, 21, 0.787785, 1000, 21.15, 0.603808, 0.727869, 0.738113, 0.238698, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
202, 2, 20.5, 0.787785, 1000, 20.6773, 0.615462, 0.717585, 0.742547, 0.236532, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
202, 3, 20, 0.787785, 1000, 20.1708, 0.613697, 0.713036, 0.74634, 0.241416, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
202, 4, 19.5, 0.787785, 1000, 19.7566, 0.62245, 0.663038, 0.768065, 0.228221, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
202, 5, 19, 0.787785, 1000, 19.1705, 0.638112, 0.738936, 0.732289, 0.240128, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
203, 1, 21, -0.287785, 1000, 21.3554, 0.587653, 0.730952, 0.737, 0.232395, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
203, 2, 20.5, -0.287785, 1000, 20.8307, 0.599255, 0.705736, 0.747164, 0.237394, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
203, 3, 20, -0.287785, 1000, 20.3551, 0.606236, 0.735492, 0.734991, 0.239771, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
203, 4, 19.5, -0.287785, 1000, 19.8973, 0.62321, 0.768325, 0.716905, 0.252649, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
203, 5, 19, -0.287785, 1000, 19.3397, 0.6315, 0.727083, 0.738442, 0.244084, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
204, 1, 21, -0.551057, 1000, 21.1851, 0.602454, 0.810226, 0.697601, 0.24761, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
204, 2, 20.5, -0.551057, 1000, 20.707, 0.58487, 0.80476, 0.699896, 0.253949, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
204, 3, 20, -0.551057, 1000, 20.1922, 0.615449, 0.813828, 0.696995, 0.254355, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
204, 4, 19.5, -0.551057, 1000, 19.6967, 0.637688, 0.823209, 0.693304, 0.258477, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
204, 5, 19, -0.551057, 1000, 19.1747, 0.59589, 0.79012, 0.707377, 0.250959, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
205, 1, 21, 0.5, 1000, 20.9908, 0.62187, 0.6536, 0.773586, 0.223909, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
205, 2, 20.5, 0.5, 1000, 20.5088, 0.598114, 0.6338, 0.783401, 0.212526, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
205, 3, 20, 0.5, 1000, 19.9687, 0.633191, 0.6637, 0.767781, 0.234877, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
205, 4, 19.5, 0.5, 1000, 19.4582, 0.628098, 0.6802, 0.759094, 0.229011, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
205, 5, 19, 0.5, 1000, 19.0057, 0.616098, 0.6417, 0.778822, 0.220835, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
206, 1, 21, 1.55106, 1000, 21.1699, 0.601436, 1.38693, 0.425707, 0.263139, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
206, 2, 20.5, 1.55106, 1000, 20.6438, 0.627419, 1.41353, 0.415152, 0.271559, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
206, 3, 20, 1.55106, 1000, 20.1121, 0.610341, 1.44334, 0.400025, 0.261893, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
206, 4, 19.5, 1.55106, 1000, 19.6027, 0.629571, 1.45324, 0.400303, 0.26736, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
206, 5, 19, 1.55106, 1000, 19.1506, 0.626556, 1.40204, 0.423116, 0.277072, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
207, 1, 21, 1.28779, 1000, 21.5155, 0.598722, 0.835421, 0.685739, 0.250417, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
207, 2, 20.5, 1.28779, 1000, 21.0542, 0.641103, 0.817712, 0.695414, 0.257834, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
207, 3, 20, 1.28779, 1000, 20.521, 0.596015, 0.809624, 0.696579, 0.259656, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
207, 4, 19.5, 1.28779, 1000, 20.0025, 0.608189, 0.840499, 0.681076, 0.261257, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
207, 5, 19, 1.28779, 1000, 19.5305, 0.603194, 0.81847, 0.693381, 0.253058, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
208, 1, 21, 0.212215, 1000, 21.7007, 0.587055, 0.62126, 0.790011, 0.210888, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
208, 2, 20.5, 0.212215, 1000, 21.2542, 0.622149, 0.667993, 0.766995, 0.232323, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
208, 3, 20, 0.212215, 1000, 20.7159, 0.621582, 0.649226, 0.776016, 0.222357, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
208, 4, 19.5, 0.212215, 1000, 20.246, 0.589144, 0.643276, 0.778592, 0.223813, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
208, 5, 19, 0.212215, 1000, 19.728, 0.626968, 0.646584, 0.775087, 0.233316, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
209, 1, 21, -0.0510565, 1000, 21.6172, 0.584916, 0.745824, 0.731026, 0.236199, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
209, 2, 20.5, -0.0510565, 1000, 21.0894, 0.593936, 0.725871, 0.73911, 0.237573, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
209, 3, 20, -0.0510565, 1000, 20.5884, 0.611293, 0.733642, 0.735171, 0.240978, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
209, 4, 19.5, -0.0510565, 1000, 20.1148, 0.607429, 0.751561, 0.72532, 0.241545, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
209, 5, 19, -0.0510565, 1000, 19.5837, 0.628091, 0.737419, 0.732746, 0.2428, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
210, 1, 21, 1, 1000, 21.4635, 0.581959, 0.6467, 0.77759, 0.218176, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
210, 2, 20.5, 1, 1000, 20.9328, 0.582412, 0.6704, 0.766192, 0.221862, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
210, 3, 20, 1, 1000, 20.3974, 0.609068, 0.7074, 0.74805, 0.234034, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
210, 4, 19.5, 1, 1000, 19.9312, 0.646626, 0.707, 0.748809, 0.237657, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
210, 5, 19, 1, 1000, 19.4261, 0.616432, 0.6831, 0.758844, 0.235925, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
211, 1, 21, 2.05106, 1000, 21.6286, 0.596018, 1.42514, 0.407276, 0.264003, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
211, 2, 20.5, 2.05106, 1000, 21.0616, 0.610949, 1.49543, 0.379015, 0.257026, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
211, 3, 20, 2.05106, 1000, 20.5438, 0.618291, 1.50884, 0.375469, 0.261153, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
211, 4, 19.5, 2.05106, 1000, 20.0922, 0.645054, 1.46343, 0.395944, 0.273906, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
211, 5, 19, 2.05106, 1000, 19.5672, 0.599503, 1.48544, 0.382926, 0.25736, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
212, 1, 21, 1.78779, 1000, 21.9968, 0.595285, 0.839975, 0.683834, 0.254592, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
212, 2, 20.5, 1.78779, 1000, 21.4977, 0.5939, 0.847181, 0.681329, 0.250586, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
212, 3, 20, 1.78779, 1000, 20.9931, 0.603512, 0.839626, 0.682177, 0.261363, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
212, 4, 19.5, 1.78779, 1000, 20.5195, 0.608753, 0.82427, 0.690954, 0.256527, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
212, 5, 19, 1.78779, 1000, 19.9548, 0.616601, 0.887408, 0.659113, 0.262798, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
213, 1, 21, 0.712215, 1000, 22.1957, 0.57961, 0.614182, 0.791715, 0.2107, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
213, 2, 20.5, 0.712215, 1000, 21.6956, 0.590516, 0.622833, 0.788382, 0.210975, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
213, 3, 20, 0.712215, 1000, 21.2523, 0.598542, 0.65924, 0.770243, 0.223604, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
213, 4, 19.5, 0.712215, 1000, 20.7183, 0.599462, 0.64544, 0.778321, 0.215671, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
213, 5, 19, 0.712215, 1000, 20.1652, 0.618572, 0.630346, 0.786658, 0.210487, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
214, 1, 21, 0.448943, 1000, 22.0529, 0.612721, 0.703227, 0.748697, 0.240198, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
