Generation,Population, Optimum, Climate, Popsize, Phenotype,sdPhenotype,Mismatch, Fitness, sdFitness, id
1, 1, 1.1, 0, 1000, 0.99635, 0.0721775, 0.10819, 0.572007, 0.299251, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
1, 2, 1.05, 0, 1000, 1.00031, 0.068978, 0.06883, 0.756225, 0.239139, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
1, 3, 1, 0, 1000, 0.9994, 0.0706741, 0.05548, 0.818901, 0.204051, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
1, 4, 0.95, 0, 1000, 0.9993, 0.069456, 0.0686, 0.757321, 0.24285, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
1, 5, 0.9, 0, 1000, 0.99505, 0.0699449, 0.10037, 0.607429, 0.288774, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
2, 1, 1.1, 0, 1000, 1.03211, 0.0638978, 0.07737, 0.715749, 0.251561, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
2, 2, 1.05, 0, 1000, 1.0152, 0.0633433, 0.0581, 0.807921, 0.203581, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
2, 3, 1, 0, 1000, 0.99928, 0.0633427, 0.05062, 0.844267, 0.174927, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
2, 4, 0.95, 0, 1000, 0.98183, 0.0632309, 0.05549, 0.818542, 0.205778, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
2, 5, 0.9, 0, 1000, 0.96341, 0.066126, 0.07447, 0.728727, 0.255738, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
3, 1, 1.1, 0, 1000, 1.04748, 0.0638477, 0.06754, 0.763468, 0.231763, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
3, 2, 1.05, 0, 1000, 1.02372, 0.0614682, 0.05382, 0.828982, 0.184846, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
3, 3, 1, 0, 1000, 0.99798, 0.0622559, 0.04972, 0.847958, 0.173092, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
3, 4, 0.95, 0, 1000, 0.97081, 0.0613809, 0.05193, 0.836726, 0.179258, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
3, 5, 0.9, 0, 1000, 0.94254, 0.0650013, 0.06204, 0.788098, 0.223449, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
4, 1, 1.1, 0, 1000, 1.06098, 0.0631809, 0.0602, 0.79737, 0.207711, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
4, 2, 1.05, 0, 1000, 1.02948, 0.0614859, 0.05172, 0.838692, 0.181923, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
4, 3, 1, 0, 1000, 0.99879, 0.0646267, 0.05141, 0.840537, 0.180306, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
4, 4, 0.95, 0, 1000, 0.96331, 0.0625032, 0.05133, 0.841088, 0.175704, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
4, 5, 0.9, 0, 1000, 0.9287, 0.0641079, 0.05582, 0.818741, 0.200352, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
5, 1, 1.1, 0, 1000, 1.07064, 0.0609533, 0.0542, 0.826884, 0.189165, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
5, 2, 1.05, 0, 1000, 1.03319, 0.0644273, 0.05353, 0.830449, 0.185248, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
5, 3, 1, 0, 1000, 0.99947, 0.063725, 0.05149, 0.840887, 0.173039, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
5, 4, 0.95, 0, 1000, 0.96049, 0.0625105, 0.05123, 0.842393, 0.171514, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
5, 5, 0.9, 0, 1000, 0.92053, 0.0631237, 0.05357, 0.831165, 0.181387, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
6, 1, 1.1, 0, 1000, 1.083, 0.0634447, 0.05206, 0.837766, 0.185557, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
6, 2, 1.05, 0, 1000, 1.03563, 0.063673, 0.05227, 0.837305, 0.180421, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
6, 3, 1, 0, 1000, 0.99875, 0.0641502, 0.04993, 0.845107, 0.185632, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
6, 4, 0.95, 0, 1000, 0.96058, 0.0613517, 0.04936, 0.849583, 0.172928, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
6, 5, 0.9, 0, 1000, 0.91664, 0.06308, 0.05138, 0.839038, 0.183435, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
7, 1, 1.1, 0, 1000, 1.08988, 0.0644961, 0.05182, 0.837141, 0.185168, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
7, 2, 1.05, 0, 1000, 1.0391, 0.0611631, 0.04884, 0.852273, 0.175121, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
7, 3, 1, 0, 1000, 0.99827, 0.0637289, 0.05133, 0.841104, 0.174516, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
7, 4, 0.95, 0, 1000, 0.95609, 0.0627339, 0.05063, 0.845658, 0.173779, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
7, 5, 0.9, 0, 1000, 0.9129, 0.0620277, 0.04976, 0.847185, 0.179177, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
8, 1, 1.1, 0, 1000, 1.09311, 0.0622809, 0.05061, 0.845904, 0.170133, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
8, 2, 1.05, 0, 1000, 1.04509, 0.0631061, 0.05021, 0.845837, 0.17803, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
8, 3, 1, 0, 1000, 0.99968, 0.0617163, 0.04882, 0.852067, 0.172887, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
8, 4, 0.95, 0, 1000, 0.95146, 0.0634436, 0.05032, 0.845954, 0.176234, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
8, 5, 0.9, 0, 1000, 0.90928, 0.0636359, 0.0514, 0.840588, 0.178522, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
9, 1, 1.1, 0, 1000, 1.09357, 0.0605163, 0.04897, 0.853317, 0.165179, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
9, 2, 1.05, 0, 1000, 1.04493, 0.0609632, 0.04823, 0.854422, 0.17125, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
9, 3, 1, 0, 1000, 0.99906, 0.0632844, 0.0502, 0.844493, 0.176993, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
9, 4, 0.95, 0, 1000, 0.95014, 0.0593119, 0.0471, 0.861489, 0.165237, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
9, 5, 0.9, 0, 1000, 0.90808, 0.0626134, 0.05048, 0.845313, 0.175591, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
10, 1, 1.1, 0, 1000, 1.09378, 0.0654614, 0.05242, 0.835983, 0.184483, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
10, 2, 1.05, 0, 1000, 1.04561, 0.0593882, 0.04709, 0.859192, 0.165709, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
10, 3, 1, 0, 1000, 1.0009, 0.0607378, 0.04804, 0.856188, 0.16865, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
10, 4, 0.95, 0, 1000, 0.94583, 0.060724, 0.04873, 0.853926, 0.168763, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
10, 5, 0.9, 0, 1000, 0.90332, 0.0639427, 0.05076, 0.842807, 0.180335, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
11, 1, 1.1, 0, 1000, 1.09052, 0.0586256, 0.04714, 0.860496, 0.16445, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
11, 2, 1.05, 0, 1000, 1.05182, 0.06089, 0.0489, 0.853139, 0.166582, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
11, 3, 1, 0, 1000, 0.99983, 0.0653632, 0.05173, 0.836875, 0.184665, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
11, 4, 0.95, 0, 1000, 0.94639, 0.0606807, 0.04869, 0.853666, 0.164688, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
11, 5, 0.9, 0, 1000, 0.89916, 0.0639749, 0.05054, 0.842274, 0.179711, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
12, 1, 1.1, 0, 1000, 1.09604, 0.0619286, 0.0498, 0.848314, 0.169678, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
12, 2, 1.05, 0, 1000, 1.05633, 0.0632759, 0.05067, 0.843894, 0.178015, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
12, 3, 1, 0, 1000, 0.99711, 0.0640691, 0.05063, 0.841861, 0.181006, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
12, 4, 0.95, 0, 1000, 0.94924, 0.0619052, 0.04922, 0.851494, 0.172655, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
12, 5, 0.9, 0, 1000, 0.90218, 0.062162, 0.04988, 0.849099, 0.171865, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
13, 1, 1.1, 0, 1000, 1.09586, 0.0620347, 0.0498, 0.850114, 0.170711, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
13, 2, 1.05, 0, 1000, 1.05315, 0.0635643, 0.05083, 0.843678, 0.177063, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
13, 3, 1, 0, 1000, 0.9998, 0.0651399, 0.05158, 0.838569, 0.186091, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
13, 4, 0.95, 0, 1000, 0.95027, 0.0667974, 0.05331, 0.832317, 0.187353, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
13, 5, 0.9, 0, 1000, 0.89846, 0.0635741, 0.05038, 0.844266, 0.178326, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
14, 1, 1.1, 0, 1000, 1.09868, 0.0608733, 0.04858, 0.854301, 0.168469, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
14, 2, 1.05, 0, 1000, 1.05227, 0.0620419, 0.04943, 0.849374, 0.172628, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
14, 3, 1, 0, 1000, 0.99824, 0.0634139, 0.05074, 0.8453, 0.17484, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
14, 4, 0.95, 0, 1000, 0.95003, 0.0635684, 0.05027, 0.844132, 0.17812, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
14, 5, 0.9, 0, 1000, 0.89776, 0.0596938, 0.04738, 0.859767, 0.164891, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
15, 1, 1.1, 0, 1000, 1.09476, 0.0605674, 0.04844, 0.854329, 0.165561, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
15, 2, 1.05, 0, 1000, 1.05168, 0.0615318, 0.0492, 0.851633, 0.169075, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
15, 3, 1, 0, 1000, 0.99542, 0.0627946, 0.05068, 0.844964, 0.170982, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
15, 4, 0.95, 0, 1000, 0.9529, 0.0616895, 0.0485, 0.852334, 0.174394, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
15, 5, 0.9, 0, 1000, 0.89974, 0.0591712, 0.0472, 0.860379, 0.162342, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
16, 1, 1.1, 0, 1000, 1.09709, 0.0596052, 0.04691, 0.861173, 0.166222, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
16, 2, 1.05, 0, 1000, 1.05108, 0.0643737, 0.05062, 0.842973, 0.183734, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
16, 3, 1, 0, 1000, 0.99609, 0.0647673, 0.05233, 0.836346, 0.178572, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
16, 4, 0.95, 0, 1000, 0.95325, 0.0609019, 0.04907, 0.852986, 0.166065, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
16, 5, 0.9, 0, 1000, 0.90027, 0.0624414, 0.04943, 0.849266, 0.175863, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
17, 1, 1.1, 0, 1000, 1.09774, 0.0624852, 0.04902, 0.851388, 0.176937, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
17, 2, 1.05, 0, 1000, 1.05315, 0.0647655, 0.05127, 0.840021, 0.182341, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
17, 3, 1, 0, 1000, 0.99584, 0.0642715, 0.05138, 0.840329, 0.179936, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
17, 4, 0.95, 0, 1000, 0.95066, 0.0628372, 0.0505, 0.846566, 0.172434, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
17, 5, 0.9, 0, 1000, 0.90384, 0.0620476, 0.04902, 0.850155, 0.174315, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
18, 1, 1.1, 0, 1000, 1.10223, 0.0619949, 0.04917, 0.849363, 0.172139, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
18, 2, 1.05, 0, 1000, 1.04986, 0.0586534, 0.04658, 0.86343, 0.161766, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
18, 3, 1, 0, 1000, 0.99552, 0.0608969, 0.04888, 0.852663, 0.166626, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
18, 4, 0.95, 0, 1000, 0.94781, 0.0611232, 0.04887, 0.851549, 0.166999, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
18, 5, 0.9, 0, 1000, 0.90289, 0.0614941, 0.04853, 0.853695, 0.173164, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
19, 1, 1.1, 0, 1000, 1.10707, 0.061308, 0.04931, 0.850572, 0.169192, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
19, 2, 1.05, 0, 1000, 1.0545, 0.0609037, 0.04888, 0.853125, 0.167685, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
19, 3, 1, 0, 1000, 1.00011, 0.0624723, 0.05025, 0.847458, 0.171593, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
19, 4, 0.95, 0, 1000, 0.94978, 0.0617216, 0.04938, 0.851082, 0.169596, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
19, 5, 0.9, 0, 1000, 0.90481, 0.0604799, 0.04737, 0.858304, 0.171988, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
20, 1, 1.1, 0, 1000, 1.10987, 0.0621768, 0.05067, 0.843842, 0.171796, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
20, 2, 1.05, 0, 1000, 1.05403, 0.0607927, 0.04899, 0.852829, 0.166209, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
20, 3, 1, 0, 1000, 1.00031, 0.0620601, 0.04847, 0.852184, 0.175893, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
20, 4, 0.95, 0, 1000, 0.94972, 0.061463, 0.0488, 0.851493, 0.171038, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
20, 5, 0.9, 0, 1000, 0.90197, 0.0603843, 0.04753, 0.856615, 0.168977, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
21, 1, 1.1, 0, 1000, 1.10937, 0.0617196, 0.05017, 0.848573, 0.169023, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
21, 2, 1.05, 0, 1000, 1.05273, 0.0635207, 0.05109, 0.843297, 0.173684, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
21, 3, 1, 0, 1000, 1.00343, 0.0624422, 0.04997, 0.847149, 0.172173, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
21, 4, 0.95, 0, 1000, 0.94987, 0.0620478, 0.04895, 0.851299, 0.176118, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
21, 5, 0.9, 0, 1000, 0.90117, 0.0602392, 0.04831, 0.854895, 0.163806, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
22, 1, 1.1, 0, 1000, 1.10676, 0.0604347, 0.04856, 0.854021, 0.167234, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
22, 2, 1.05, 0, 1000, 1.05175, 0.0629126, 0.05045, 0.845177, 0.172692, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
22, 3, 1, 0, 1000, 1.00561, 0.0638851, 0.05073, 0.841592, 0.180201, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
22, 4, 0.95, 0, 1000, 0.94718, 0.0630494, 0.05046, 0.845884, 0.176155, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
22, 5, 0.9, 0, 1000, 0.90278, 0.0622394, 0.05014, 0.848099, 0.17067, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
23, 1, 1.1, 0, 1000, 1.10616, 0.0646656, 0.05098, 0.840581, 0.185454, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
23, 2, 1.05, 0, 1000, 1.05442, 0.0615797, 0.04876, 0.85231, 0.174227, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
23, 3, 1, 0, 1000, 1.00557, 0.0615212, 0.04933, 0.849949, 0.170936, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
23, 4, 0.95, 0, 1000, 0.95081, 0.0594388, 0.04769, 0.858849, 0.160348, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
23, 5, 0.9, 0, 1000, 0.90319, 0.0614304, 0.04947, 0.850205, 0.166985, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
24, 1, 1.1, 0, 1000, 1.10249, 0.0598973, 0.04819, 0.857732, 0.162499, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
24, 2, 1.05, 0, 1000, 1.0507, 0.0623088, 0.049, 0.851685, 0.176657, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
24, 3, 1, 0, 1000, 1.00251, 0.062031, 0.04881, 0.852742, 0.174863, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
24, 4, 0.95, 0, 1000, 0.95177, 0.0641645, 0.05091, 0.840906, 0.180072, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
24, 5, 0.9, 0, 1000, 0.90278, 0.0611, 0.0494, 0.851977, 0.165987, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
25, 1, 1.1, 0, 1000, 1.10391, 0.0617238, 0.04877, 0.851909, 0.174239, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
25, 2, 1.05, 0, 1000, 1.04912, 0.0622519, 0.04982, 0.848655, 0.17062, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
25, 3, 1, 0, 1000, 1.00406, 0.0636535, 0.05094, 0.841971, 0.177155, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.01_mr0_WoFF0.1_1977
