K, burnin, EN, aIoC, IM, I, S, U, AGV, MS, me, mr, WoFF, no, id
1000, 100, 0, 50, 1, 0.5, 100, 100, 0, 0.01, 0.1, 0, 1, 1977, K1000_burnin100_EN0_aIoC50_IM1_I0.5_S100_U100_AGV0_MS0.01_me0.1_mr0_WoFF1_1977
